Telefono,Cessata,PEC,ValoreTitolo,NumeroTitoliAperti,DovutoTitoliAperti,ImportoTitoliAperti,NumeroTitoliSaldati,ImportoTitoliSaldati,NumeroTitoliRecenti,TotaleTitoliRecenti,Vetusta,TitoliCredito,label,NuovoContribuente,Cap,Estero,RapportoImporto,RapportoDovutoAperti
1,0,0,161.06,0,0.0,0.0,2,203.65,1,161.06,504,1,1,0,31044,0,0.0,0.0
1,0,0,300.85,2,269.58,269.58,1,422.13,3,300.85,660,3,1,0,31040,0,0.638618435079241,1.0
1,0,0,339.72,2,1008.18,128.81,4,4197.28,1,339.72,635,1,1,0,31044,0,0.030688922349712197,0.12776488325497432
1,0,0,1306.97,11,2822.73,2696.38,0,0.0,5,1306.97,1152,5,0,0,31050,0,1000.0,0.9552383685297566
1,0,0,640.49,11,2822.73,2696.38,5,1306.97,2,640.49,833,2,0,0,31050,0,2.063077193814701,0.9552383685297566
1,0,0,267.99,0,0.0,0.0,1,71.18,1,267.99,815,1,1,0,31030,0,0.0,0.0
1,0,0,314.13,0,0.0,0.0,0,0.0,2,314.13,635,2,0,1,31030,0,0.0,0.0
1,0,0,147.38,0,0.0,0.0,2,314.13,1,147.38,833,1,1,0,31030,0,0.0,0.0
1,0,0,949.78,6,2106.17,2106.17,6,1744.27,3,949.78,1152,3,0,0,31051,0,1.2074793466607807,1.0
1,0,0,4444.36,0,0.0,0.0,0,0.0,4,4444.360000000001,1015,4,0,1,31040,0,0.0,0.0
0,0,0,229.66,0,0.0,0.0,3,691.71,1,229.66,635,1,0,0,31022,0,0.0,0.0
0,0,0,769.62,0,0.0,0.0,8,3808.3,1,769.62,1736,1,0,0,20121,0,0.0,0.0
1,0,0,370.72,0,0.0,0.0,0,0.0,2,370.72,1152,2,1,1,31036,0,0.0,0.0
1,0,1,1121.7,0,0.0,0.0,0,0.0,2,1121.7,833,2,0,1,32044,0,0.0,0.0
1,0,0,3485.0299999999997,0,0.0,0.0,1,1782.75,5,3485.03,1152,5,1,0,31058,0,0.0,0.0
0,0,0,284.36,11,2026.45,2026.45,0,0.0,1,284.36,441,1,0,0,81011,0,1000.0,1.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,1,1,31044,0,0.0,0.0
0,0,0,1704.09,0,0.0,0.0,0,0.0,4,1704.0900000000001,980,4,0,1,31011,0,0.0,0.0
1,0,1,824.5300000000001,2,977.36,977.36,2,229.46,4,824.5300000000001,993,4,0,0,31033,0,4.259391615096313,1.0
1,0,1,467.26,8,2717.25,2717.25,2,229.46,2,467.26,833,2,0,0,31033,0,11.841933234550684,1.0
1,0,0,65.4,0,0.0,0.0,0,0.0,1,65.4,357,1,1,1,31030,0,0.0,0.0
1,0,1,654.7199999999999,5,1176.05,684.45,8,1337.4,5,654.72,1152,5,0,0,31027,0,0.5117765814266487,0.5819905616257813
1,0,0,216.85,8,1498.66,1498.66,0,0.0,1,216.85,1410,1,0,0,31038,0,1000.0,1.0
1,0,0,299.32,8,1498.66,1498.66,1,216.85,2,299.32,833,2,0,0,31038,0,6.91104450080701,1.0
1,0,0,442.91999999999996,0,0.0,0.0,0,0.0,3,442.92,993,3,0,1,31050,0,0.0,0.0
1,0,0,161.54000000000002,3,442.92,442.92,0,0.0,3,161.54000000000002,1269,3,0,0,31050,0,1000.0,1.0
1,0,1,535.22,0,0.0,0.0,0,0.0,4,535.22,980,4,0,1,31011,0,0.0,0.0
0,0,0,534.55,0,0.0,0.0,2,227.01,4,534.55,980,4,0,0,31040,0,0.0,0.0
1,0,0,2891.2799999999997,0,0.0,0.0,0,0.0,4,2891.28,1152,4,0,1,31032,0,0.0,0.0
1,0,0,986.37,0,0.0,0.0,2,1828.75,1,986.37,993,1,1,0,31041,0,0.0,0.0
1,0,0,2212.87,0,0.0,0.0,2,2072.0,2,2557.47,1152,1,1,0,35010,0,0.0,0.0
1,0,0,344.6,0,0.0,0.0,2,2072.0,2,2557.47,441,1,1,0,31057,0,0.0,0.0
1,0,0,525.6500000000001,3,731.67,731.67,0,0.0,3,525.6500000000001,815,3,1,0,31044,0,1000.0,1.0
