Telefono,CittadinanzaItaliana,Deceduto,ValoreTitolo,NumeroTitoliAperti,DovutoTitoliAperti,ImportoTitoliAperti,NumeroTitoliSaldati,ImportoTitoliSaldati,NumeroTitoliRecenti,TotaleTitoliRecenti,Eta,Vetusta,TitoliCredito,label,NuovoContribuente,Cap,Estero,RapportoImporto,RapportoDovutoAperti
0,0,0,131.92,1,60.24,60.24,2,106.87,1,131.92,40,1218,1,0,0,30016,0,0.5636754935903434,1.0
0,0,0,99.68,2,1030.09,1030.09,0,0.0,1,99.68,36,863,1,0,0,30037,0,1000.0,1.0
1,1,0,620.07,12,3060.89,2521.23,13,1887.29,4,620.07,60,1081,4,0,0,31058,0,1.3358996232693439,0.8236918020575715
1,1,0,35.24,0,0.0,0.0,0,0.0,2,93.15,22,654,1,0,1,31050,0,0.0,0.0
1,0,0,563.3,3,403.94,403.94,0,0.0,4,563.3,41,1039,4,0,0,31050,0,1000.0,1.0
0,0,0,215.07999999999998,6,303.93,303.93,0,0.0,3,215.08,42,843,3,0,0,31031,0,1000.0,1.0
0,0,0,176.70999999999998,0,0.0,0.0,0,0.0,2,176.70999999999998,67,1228,2,0,1,31030,0,0.0,0.0
0,1,0,375.71999999999997,0,0.0,0.0,0,0.0,4,375.72,45,1046,4,0,1,31040,0,0.0,0.0
1,1,0,328.35,2,319.0,319.0,3,450.51,2,328.35,57,692,2,0,0,31033,0,0.7080863909791125,1.0
0,0,0,390.06,0,0.0,0.0,0,0.0,7,390.06,50,1412,7,0,1,9045,0,0.0,0.0
1,1,0,337.69,3,222.4,222.4,0,0.0,4,337.69,62,1039,4,0,0,31041,0,1000.0,1.0
1,0,0,96.21,0,0.0,0.0,12,1212.9,1,96.21,67,654,1,0,0,31033,0,0.0,0.0
0,0,0,226.88,3,363.58,363.58,0,0.0,2,319.33,39,653,1,0,0,31023,0,1000.0,1.0
1,1,0,427.91999999999996,0,0.0,0.0,0,0.0,3,427.92,46,843,3,0,1,31033,0,0.0,0.0
1,0,0,300.65000000000003,0,0.0,0.0,0,0.0,4,300.65,30,1218,4,0,1,31040,0,0.0,0.0
1,1,0,80.14,0,0.0,0.0,0,0.0,1,80.14,42,489,1,0,1,31030,0,0.0,0.0
1,0,0,43.17,1,115.87,115.87,0,0.0,6,940.02,43,1228,1,0,0,31050,0,1000.0,1.0
1,1,0,287.03,4,449.98,449.98,0,0.0,3,287.03,73,850,3,0,0,31033,0,1000.0,1.0
1,0,0,376.77,1,235.4,235.4,1,21.87,6,880.7800000000001,37,1228,3,1,0,31030,0,10.763603109282121,1.0
1,1,0,250.25000000000003,4,301.72,301.72,0,0.0,3,250.25,42,1081,3,0,0,31038,0,1000.0,1.0
1,1,0,131.22,3,203.4,203.4,1,85.26,2,131.22,65,835,2,0,0,31034,0,2.3856439127375086,1.0
0,0,0,36.23,0,0.0,0.0,2,67.95,1,36.23,35,836,1,0,0,31017,0,0.0,0.0
1,1,0,332.81,0,0.0,0.0,6,1035.15,2,332.81,44,835,2,1,0,31044,0,0.0,0.0
1,0,0,1426.3100000000002,3,1147.81,1147.81,0,0.0,4,1426.3100000000002,45,1039,4,0,0,31033,0,1000.0,1.0
1,0,0,359.79999999999995,4,481.65,481.65,0,0.0,4,359.8,35,1218,4,0,0,31048,0,1000.0,1.0
0,0,0,54.69,0,0.0,0.0,0,0.0,1,54.69,39,489,1,0,1,31033,0,0.0,0.0
0,1,0,169.26,2,1541.98,1541.98,0,0.0,2,169.26,38,863,2,0,0,31052,0,1000.0,1.0
1,1,0,181.23,3,206.74,206.74,0,0.0,3,181.23,56,1039,3,0,0,31033,0,1000.0,1.0
1,0,0,226.72,0,0.0,0.0,1,175.75,2,226.72,50,1046,2,0,0,31041,0,0.0,0.0
0,0,0,63.4,0,0.0,0.0,0,0.0,1,63.4,38,681,1,0,1,31037,0,0.0,0.0
1,1,0,113.48,0,0.0,0.0,6,371.84,1,113.48,43,489,1,0,0,31044,0,0.0,0.0
1,0,0,131.21,0,0.0,0.0,0,0.0,1,131.21,30,668,1,0,1,31100,0,0.0,0.0
1,0,0,225.92000000000002,3,215.69,215.69,1,43.76,3,225.92000000000002,43,871,3,0,0,18100,0,4.928930530164534,1.0
0,1,0,33.41,0,0.0,0.0,0,0.0,1,33.41,76,706,1,0,1,31100,0,0.0,0.0
1,1,0,364.80999999999995,5,290.01,290.01,2,110.34,5,364.81,60,1228,5,1,0,31056,0,2.6283306144643825,1.0
1,0,0,302.26,8,947.04,947.04,0,0.0,3,497.98,37,1412,2,0,0,31011,0,1000.0,1.0
1,1,0,13.74,1,120.24,120.24,0,0.0,1,13.74,45,1081,1,1,0,31015,0,1000.0,1.0
1,1,0,113.79,10,1514.55,1514.55,0,0.0,3,389.53000000000003,56,639,1,0,0,35031,0,1000.0,1.0
0,1,0,208.36,0,0.0,0.0,0,0.0,2,208.36,59,556,2,0,1,31033,0,0.0,0.0
1,1,0,144.03,10,1961.91,1961.91,0,0.0,2,144.03,42,850,2,0,0,31027,0,1000.0,1.0
1,0,0,232.09000000000003,7,328.71,328.71,0,0.0,4,232.09,48,1355,4,0,0,36061,0,1000.0,1.0
1,1,0,175.32999999999998,3,222.74,222.74,6,361.18,2,175.32999999999998,79,1008,2,1,0,31031,0,0.6167008139985602,1.0
1,1,0,75.97,0,0.0,0.0,0,0.0,1,75.97,74,503,1,0,1,30171,0,0.0,0.0
1,0,0,366.51,0,0.0,0.0,0,0.0,3,366.51,44,843,3,0,1,31054,0,0.0,0.0
0,0,0,173.26,7,943.1,943.1,0,0.0,1,173.26,42,653,1,0,0,31011,0,1000.0,1.0
1,0,0,308.90999999999997,5,1231.68,1231.68,0,0.0,5,461.67,40,836,3,0,0,31039,0,1000.0,1.0
1,1,0,230.34,0,0.0,0.0,0,0.0,4,281.92,34,1211,3,1,1,31040,0,0.0,0.0
0,0,0,255.2,4,631.68,631.68,0,0.0,2,255.2,43,681,2,0,0,20131,0,1000.0,1.0
1,1,0,70.33,0,0.0,0.0,0,0.0,1,70.33,44,489,1,0,1,32030,0,0.0,0.0
1,1,0,236.17999999999998,0,0.0,0.0,0,0.0,4,236.18,41,1595,4,0,1,61010,0,0.0,0.0
1,0,0,165.43,1,111.7,50.0,0,0.0,1,165.43,43,489,1,0,0,31037,0,1000.0,0.4476275738585497
1,0,0,176.11,3,210.86,210.86,0,0.0,3,176.11,40,1595,3,0,0,31040,0,1000.0,1.0
1,1,0,312.98,6,615.68,615.68,0,0.0,2,312.98,42,1039,2,0,0,45010,0,1000.0,1.0
0,0,0,260.22,0,0.0,0.0,0,0.0,3,260.22,28,1802,3,0,1,89025,0,0.0,0.0
1,0,0,343.51,0,0.0,0.0,0,0.0,3,343.51,55,835,3,0,1,31044,0,0.0,0.0
1,1,0,187.70000000000002,0,0.0,0.0,4,261.75,3,187.70000000000002,42,1039,3,1,0,31033,0,0.0,0.0
1,1,0,165.85999999999999,0,0.0,0.0,1,62.32,2,165.85999999999999,56,1595,2,1,0,31033,0,0.0,0.0
1,0,0,170.15,0,0.0,0.0,1,116.45,2,170.15,44,850,2,0,0,31030,0,0.0,0.0
0,0,0,114.08,0,0.0,0.0,0,0.0,1,114.08,50,1039,1,0,1,31044,0,0.0,0.0
1,1,0,56.93,0,0.0,0.0,0,0.0,1,56.93,39,503,1,0,1,31022,0,0.0,0.0
1,0,0,667.09,3,398.83,398.83,0,0.0,4,667.09,28,1046,4,0,0,31040,0,1000.0,1.0
1,0,0,56.45,9,976.67,976.67,0,0.0,1,56.45,27,1078,1,0,0,31030,0,1000.0,1.0
1,1,0,311.46000000000004,0,0.0,0.0,0,0.0,2,311.46000000000004,41,1070,2,0,1,31030,0,0.0,0.0
1,1,0,144.02,0,0.0,0.0,0,0.0,1,144.02,33,489,1,0,1,31023,0,0.0,0.0
0,0,0,162.86,1,99.09,99.09,0,0.0,2,162.86,31,1450,2,0,0,31052,0,1000.0,1.0
1,1,0,494.56999999999994,3,324.64,324.64,0,0.0,4,494.57000000000005,40,1039,4,0,0,31033,0,1000.0,1.0
1,0,0,135.54,0,0.0,0.0,0,0.0,2,135.54,30,692,2,0,1,31033,0,0.0,0.0
0,1,0,54.55,0,0.0,0.0,0,0.0,1,54.55,97,489,1,0,1,31017,0,0.0,0.0
1,0,0,131.6,0,0.0,0.0,0,0.0,1,131.6,42,489,1,1,1,31044,0,0.0,0.0
1,1,0,155.13,0,0.0,0.0,0,0.0,1,155.13,78,639,1,0,1,31044,0,0.0,0.0
0,0,0,128.43,4,333.42,333.42,0,0.0,2,128.43,62,850,2,0,0,31031,0,1000.0,1.0
0,0,0,682.6899999999999,1,205.32,205.32,13,2556.47,11,682.69,40,1640,11,0,0,31059,0,0.08031387029771521,1.0
1,0,0,203.79,0,0.0,0.0,1,163.67,1,203.79,46,850,1,0,0,31035,0,0.0,0.0
1,0,0,30.39,0,0.0,0.0,0,0.0,1,30.39,51,489,1,0,1,31035,0,0.0,0.0
1,0,0,277.64,4,602.05,602.05,3,456.78,2,277.64,44,850,2,0,0,31044,0,1.3180305617583956,1.0
0,1,0,18.8,4,2833.0,2833.0,0,0.0,1,18.8,74,787,1,1,0,31100,0,1000.0,1.0
1,1,0,104.33,0,0.0,0.0,0,0.0,1,104.33,47,1046,1,0,1,35010,0,0.0,0.0
1,1,0,343.69,4,356.33,356.33,0,0.0,4,466.72,42,871,3,0,0,31032,0,1000.0,1.0
1,1,0,393.65999999999997,1,67.37,28.3,5,442.67,4,393.66,51,1081,4,0,0,31050,0,0.06393024148914542,0.4200682796496957
1,1,0,86.67,0,0.0,0.0,1,120.79,1,86.67,44,1218,1,0,0,30010,0,0.0,0.0
1,0,0,230.5,6,917.19,917.19,0,0.0,2,230.5,52,835,2,0,0,31034,0,1000.0,1.0
1,1,0,31.72,0,0.0,0.0,2,71.47,1,31.72,40,948,1,0,0,31021,0,0.0,0.0
0,0,0,1561.81,5,1584.99,1584.99,0,0.0,4,1561.81,44,1078,4,0,0,31038,0,1000.0,1.0
0,1,0,62.46,0,0.0,0.0,0,0.0,1,62.46,56,489,1,0,1,31054,0,0.0,0.0
0,0,1,185.02999999999997,9,400.68,400.68,0,0.0,4,185.03,59,1200,4,0,0,31041,0,1000.0,1.0
0,1,0,97.61000000000001,9,344.57,344.57,4,27.1,2,97.61000000000001,55,835,2,0,0,31011,0,12.714760147601474,1.0
1,0,0,370.90999999999997,9,778.58,778.58,1,70.54,4,370.90999999999997,49,1228,4,0,0,31050,0,11.03742557414233,1.0
1,1,0,138.18,0,0.0,0.0,1,39.11,3,138.18,38,843,3,0,0,31044,0,0.0,0.0
0,0,0,292.52,5,813.31,813.31,0,0.0,2,292.52,51,835,2,0,0,0,1,1000.0,1.0
1,0,0,233.17,0,0.0,0.0,0,0.0,1,233.17,35,503,1,0,1,31038,0,0.0,0.0
1,0,0,1081.24,0,0.0,0.0,0,0.0,4,1081.24,35,1362,4,0,1,31040,0,0.0,0.0
0,1,0,49.9,2,103.32,103.32,0,0.0,1,49.9,27,692,1,0,0,31030,0,1000.0,1.0
1,1,0,122.42,0,0.0,0.0,6,317.51,1,122.42,30,1070,1,0,0,31040,0,0.0,0.0
0,1,0,54.14,5,297.1,297.1,0,0.0,1,54.14,61,654,1,0,0,31040,0,1000.0,1.0
1,1,0,91.71,3,187.24,187.24,0,0.0,1,91.71,52,1008,1,0,0,31033,0,1000.0,1.0
1,1,0,307.04,0,0.0,0.0,0,0.0,5,307.04,56,1228,5,0,1,31033,0,0.0,0.0
0,0,0,563.73,0,0.0,0.0,0,0.0,5,563.73,41,1218,5,0,1,31100,0,0.0,0.0
0,1,0,180.10999999999999,6,283.31,283.31,0,0.0,4,180.11,39,1046,4,0,0,31040,0,1000.0,1.0
1,1,0,202.55,0,0.0,0.0,0,0.0,3,202.55,52,1070,3,0,1,31040,0,0.0,0.0
1,0,0,159.98,0,0.0,0.0,0,0.0,1,159.98,38,498,1,0,1,31058,0,0.0,0.0
1,1,0,361.56,5,266.37,266.37,0,0.0,4,361.56,53,1558,4,0,0,31033,0,1000.0,1.0
1,0,0,18.55,0,0.0,0.0,1,95.36,1,18.55,27,830,1,1,0,31010,0,0.0,0.0
1,1,0,339.02,3,277.26,277.26,0,0.0,4,339.02000000000004,47,1039,4,0,0,31050,0,1000.0,1.0
1,0,0,593.71,0,0.0,0.0,2,201.66,4,593.71,44,1081,4,0,0,31100,0,0.0,0.0
1,1,0,124.17999999999999,5,279.12,279.12,0,0.0,2,124.17999999999999,56,1640,2,0,0,31100,0,1000.0,1.0
1,0,0,767.2299999999999,2,347.58,347.58,0,0.0,5,767.23,52,1218,5,0,0,31033,0,1000.0,1.0
1,0,0,435.94,4,401.98,401.98,0,0.0,4,435.94000000000005,51,1081,4,0,0,31040,0,1000.0,1.0
0,0,0,138.5,5,435.02,435.02,0,0.0,2,138.5,36,850,2,0,0,31031,0,1000.0,1.0
1,1,0,324.29,0,0.0,0.0,0,0.0,3,324.29,42,1046,3,0,1,31011,0,0.0,0.0
1,1,0,950.1199999999999,2,880.6,880.6,0,0.0,4,950.1200000000001,49,1070,4,0,0,31022,0,1000.0,1.0
1,1,0,246.66,1,111.69,76.77,4,326.33,2,246.66,44,835,2,0,0,31054,0,0.23525265835197498,0.6873489121676067
0,0,0,260.74,26,2709.52,2709.52,0,0.0,6,430.72,32,850,4,0,0,31044,0,1000.0,1.0
1,1,0,2223.33,2,556.0,556.0,0,0.0,7,2223.33,57,1895,7,0,0,92024,0,1000.0,1.0
1,0,0,57.27,0,0.0,0.0,0,0.0,1,57.27,43,1046,1,0,1,31040,0,0.0,0.0
0,0,0,234.29000000000002,7,365.84,365.84,0,0.0,3,234.29000000000002,41,1046,3,0,0,31040,0,1000.0,1.0
0,0,0,144.03,7,558.05,558.05,0,0.0,2,144.03,43,850,2,0,0,31023,0,1000.0,1.0
1,0,0,318.83,7,1020.72,1020.72,0,0.0,4,318.83000000000004,58,830,4,0,0,31020,0,1000.0,1.0
1,0,0,1024.0900000000001,10,1311.05,1311.05,0,0.0,7,1024.0900000000001,51,1078,7,0,0,31020,0,1000.0,1.0
1,0,0,76.88,5,1851.97,1851.97,0,0.0,1,76.88,49,1046,1,0,0,0,1,1000.0,1.0
0,0,0,89.76,2,149.55,149.55,0,0.0,1,89.76,42,836,1,0,0,27017,0,1000.0,1.0
1,0,0,59.92,0,0.0,0.0,0,0.0,1,59.92,30,843,1,0,1,25016,0,0.0,0.0
1,0,0,383.09999999999997,6,675.8,613.45,1,87.11,4,383.1,46,1039,4,0,0,31044,0,7.042245436804041,0.9077389760284109
0,1,0,16.72,0,0.0,0.0,0,0.0,1,16.72,35,843,1,0,1,31040,0,0.0,0.0
1,1,0,709.91,3,535.84,535.84,0,0.0,4,709.9100000000001,57,1039,4,0,0,31050,0,1000.0,1.0
0,1,0,237.5,3,155.24,155.24,0,0.0,4,237.5,60,1046,4,0,0,31039,0,1000.0,1.0
0,1,0,365.57,0,0.0,0.0,0,0.0,2,365.57,44,675,2,0,1,31032,0,0.0,0.0
0,0,0,104.02,0,0.0,0.0,0,0.0,1,104.02,27,498,1,0,1,31058,0,0.0,0.0
1,1,0,295.15,4,371.76,371.76,0,0.0,4,295.15000000000003,48,1070,4,0,0,20126,0,1000.0,1.0
1,1,0,143.44,0,0.0,0.0,0,0.0,1,143.44,39,489,1,0,1,31039,0,0.0,0.0
1,1,0,211.29000000000002,0,0.0,0.0,6,508.31,2,211.29000000000002,55,871,2,0,0,31058,0,0.0,0.0
0,1,0,52.98,0,0.0,0.0,0,0.0,1,52.98,52,668,1,0,1,31058,0,0.0,0.0
1,0,0,345.95,0,0.0,0.0,0,0.0,3,345.95000000000005,38,843,3,0,1,31040,0,0.0,0.0
1,1,0,375.2,1,714.62,714.62,0,0.0,2,375.2,40,681,2,0,0,31030,0,1000.0,1.0
0,1,0,181.95000000000002,3,113.02,113.02,0,0.0,4,181.95000000000002,64,1039,4,0,0,31044,0,1000.0,1.0
0,0,0,295.3,0,0.0,0.0,1,64.89,4,295.3,60,1046,4,0,0,31041,0,0.0,0.0
0,1,0,273.73,0,0.0,0.0,0,0.0,2,273.73,85,863,2,0,1,35127,0,0.0,0.0
0,0,0,147.57,9,1044.0,1044.0,0,0.0,1,147.57,45,654,1,0,0,31050,0,1000.0,1.0
1,1,0,52.08,3,599.0,599.0,0,0.0,1,52.08,61,503,1,1,0,31036,0,1000.0,1.0
1,0,0,84.51,1,51.57,51.57,0,0.0,1,84.51,41,871,1,0,0,31020,0,1000.0,1.0
1,0,0,338.27,16,1124.32,1124.32,0,0.0,4,338.27,44,1046,4,0,0,31041,0,1000.0,1.0
1,0,0,140.65,0,0.0,0.0,0,0.0,2,140.65,44,850,2,0,1,31033,0,0.0,0.0
1,0,0,470.18,0,0.0,0.0,0,0.0,4,470.18,22,1218,4,0,1,90146,0,0.0,0.0
1,1,0,355.99,0,0.0,0.0,1,107.9,4,355.99,81,1228,4,1,0,31030,0,0.0,0.0
1,1,0,216.51000000000002,0,0.0,0.0,6,412.32,8,494.19,60,1070,4,0,0,31040,0,0.0,0.0
1,0,0,635.57,0,0.0,0.0,0,0.0,4,635.57,38,1046,4,0,1,31039,0,0.0,0.0
1,0,0,1925.41,0,0.0,0.0,0,0.0,6,1925.41,54,1777,6,0,1,31030,0,0.0,0.0
1,1,0,422.28999999999996,0,0.0,0.0,0,0.0,6,422.29,49,1450,6,0,1,31100,0,0.0,0.0
1,1,0,218.28000000000003,3,318.39,318.39,0,0.0,3,218.28000000000003,43,1039,3,0,0,31036,0,1000.0,1.0
1,1,0,560.32,2,458.55,447.88,1,208.0,3,560.32,62,1218,3,0,0,31100,0,2.1532692307692307,0.9767309998909606
1,0,0,53.11,0,0.0,0.0,0,0.0,1,53.11,36,1595,1,1,1,32100,0,0.0,0.0
0,0,0,96.58,5,547.85,547.85,0,0.0,1,96.58,58,1039,1,0,0,35010,0,1000.0,1.0
0,0,0,113.5,1,122.6,122.6,0,0.0,2,271.26,36,489,1,0,0,31040,0,1000.0,1.0
1,1,0,101.26,2,158.36,158.36,2,2185.27,1,101.26,57,489,1,0,0,31017,0,0.0724670178055801,1.0
1,1,0,116.83000000000001,5,596.96,596.96,0,0.0,2,116.83000000000001,63,850,2,0,0,31037,0,1000.0,1.0
0,0,0,117.86,9,864.65,864.65,0,0.0,2,189.15,70,639,1,0,0,31020,0,1000.0,1.0
1,1,0,124.71,0,0.0,0.0,0,0.0,1,124.71,30,830,1,0,1,31020,0,0.0,0.0
1,1,0,305.4,0,0.0,0.0,0,0.0,1,305.4,35,489,1,0,1,31050,0,0.0,0.0
1,1,0,317.09000000000003,8,590.75,580.96,6,392.82,7,478.57000000000005,36,1081,4,0,0,31055,0,1.4789471004531338,0.9834278459585274
1,0,0,242.49,0,0.0,0.0,1,240.75,2,242.49,50,681,2,0,0,31039,0,0.0,0.0
1,1,0,143.62,0,0.0,0.0,3,310.96,1,143.62,82,489,1,1,0,31044,0,0.0,0.0
1,1,0,64.15,0,0.0,0.0,0,0.0,1,64.15,44,489,1,0,1,31035,0,0.0,0.0
1,1,0,494.65999999999997,3,340.69,340.69,0,0.0,6,610.0,49,1046,4,0,0,35010,0,1000.0,1.0
1,0,0,145.25,0,0.0,0.0,0,0.0,1,145.25,36,1450,1,0,1,31100,0,0.0,0.0
1,1,0,654.72,6,484.19,382.03,19,2209.44,5,654.72,56,1152,5,0,0,31027,0,0.17290806720254903,0.7890084470972138
0,0,0,236.51999999999998,3,519.73,519.73,0,0.0,2,236.51999999999998,54,1046,2,0,0,31054,0,1000.0,1.0
1,1,0,172.63,4,232.9,232.9,0,0.0,4,172.63,43,1039,4,0,0,30125,0,1000.0,1.0
1,0,0,701.6999999999999,7,1525.72,1525.72,0,0.0,5,827.24,46,1078,4,0,0,31055,0,1000.0,1.0
1,0,0,281.18,1,159.12,159.12,0,0.0,2,281.18,59,835,2,1,0,31041,0,1000.0,1.0
1,0,0,278.81,8,1035.35,780.48,3,246.1,2,278.81,45,850,2,0,0,31031,0,3.171393742381146,0.75383203747525
1,0,0,439.73,2,210.04,210.04,0,0.0,4,439.73,37,1046,4,0,0,31030,0,1000.0,1.0
1,1,0,94.31,7,281.1,281.1,0,0.0,2,94.31,37,850,2,0,0,31039,0,1000.0,1.0
1,1,0,170.72,7,773.06,773.06,0,0.0,2,170.72,53,850,2,0,0,31034,0,1000.0,1.0
0,1,0,84.42999999999999,0,0.0,0.0,0,0.0,2,84.42999999999999,38,948,2,0,1,0,1,0.0,0.0
0,1,0,496.72999999999996,2,257.61,257.61,0,0.0,6,880.6400000000001,43,843,3,0,0,31040,0,1000.0,1.0
0,0,0,363.03999999999996,13,806.38,806.38,0,0.0,6,529.12,49,1046,4,0,0,31031,0,1000.0,1.0
1,1,0,263.6,0,0.0,0.0,3,175.45,3,263.6,59,1008,3,0,0,31033,0,0.0,0.0
1,1,0,204.17000000000002,0,0.0,0.0,0,0.0,3,204.17000000000002,73,843,3,1,1,31044,0,0.0,0.0
0,0,0,501.78,7,654.39,616.93,3,615.94,3,501.78,56,843,3,0,0,0,1,1.0016072994122802,0.942755848958572
1,1,0,112.34,3,373.26,373.26,0,0.0,1,112.34,41,1046,1,0,0,35010,0,1000.0,1.0
1,1,0,125.78,0,0.0,0.0,0,0.0,2,125.78,49,675,2,0,1,31030,0,0.0,0.0
1,0,0,141.36,0,0.0,0.0,0,0.0,1,141.36,57,692,1,0,1,31031,0,0.0,0.0
1,1,0,205.07999999999998,0,0.0,0.0,2,217.11,2,205.07999999999998,67,835,2,1,0,31044,0,0.0,0.0
0,1,0,83.4,0,0.0,0.0,0,0.0,1,83.4,54,489,1,0,1,31021,0,0.0,0.0
