Telefono,Cessata,PEC,ValoreTitolo,NumeroTitoliAperti,DovutoTitoliAperti,ImportoTitoliAperti,NumeroTitoliSaldati,ImportoTitoliSaldati,NumeroTitoliRecenti,TotaleTitoliRecenti,Vetusta,TitoliCredito,label,NuovoContribuente,Cap,Estero,RapportoImporto,RapportoDovutoAperti
1,0,0,2869.81,0,0.0,0.0,0,0.0,2,2869.81,1003,2,0,1,31044,0,0.0,0.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,1,1,31023,0,0.0,0.0
1,0,0,304.78,1,136.85,96.41,1,184.32,2,304.78,833,2,0,0,31050,0,0.5230577256944444,0.7044939715016442
1,0,0,160.9,6,755.74,755.74,0,0.0,1,160.9,646,1,0,0,31040,0,1000.0,1.0
1,0,1,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,0,1,31050,0,0.0,0.0
1,0,0,716.99,0,0.0,0.0,0,0.0,3,716.99,1003,3,0,1,31033,0,0.0,0.0
0,0,0,336.65999999999997,0,0.0,0.0,0,0.0,2,336.65999999999997,833,2,0,1,25017,0,0.0,0.0
1,0,0,1519.85,4,1445.12,1445.12,0,0.0,4,1519.8500000000001,1197,4,0,0,33081,0,1000.0,1.0
1,0,0,544.15,11,3054.78,3054.78,0,0.0,2,544.15,833,2,0,0,36022,0,1000.0,1.0
1,0,0,2107.53,4,9294.81,7332.56,1,1896.46,1,2107.53,1972,1,0,0,31048,0,3.866445904474653,0.7888875619835156
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,0,1,31040,0,0.0,0.0
1,0,0,6172.03,0,0.0,0.0,1,3578.09,1,6172.03,1377,1,0,0,31030,0,0.0,0.0
1,0,1,311.49,19,3852.66,3852.66,0,0.0,1,311.49,833,1,0,0,31100,0,1000.0,1.0
1,0,0,678.37,1,303.99,303.99,0,0.0,2,678.37,1197,2,0,0,31040,0,1000.0,1.0
1,1,1,1024.09,6,7981.11,7981.11,0,0.0,1,1024.09,833,1,0,0,31033,0,1000.0,1.0
1,0,0,104.85999999999999,4,4444.36,4444.36,0,0.0,2,104.85999999999999,833,2,0,0,31040,0,1000.0,1.0
0,0,0,1497.99,12,2310.81,2310.81,0,0.0,5,1497.99,1542,5,0,0,81011,0,1000.0,1.0
1,0,0,581.73,3,705.54,705.54,0,0.0,1,581.73,646,1,0,0,31055,0,1000.0,1.0
0,0,0,566.22,4,1704.09,1704.09,0,0.0,2,566.22,833,2,0,0,31011,0,1000.0,1.0
1,0,1,283.71000000000004,9,1393.77,1199.61,9,1774.4,2,283.71000000000004,833,2,0,0,31027,0,0.676065148782687,0.8606943756860888
1,0,0,412.62000000000006,6,604.46,604.46,0,0.0,6,412.62,833,6,0,0,31050,0,1000.0,1.0
1,0,1,1326.22,4,535.22,535.22,0,0.0,5,1326.22,833,5,0,0,31011,0,1000.0,1.0
1,0,0,300.87,0,0.0,0.0,6,761.56,2,300.87,833,2,0,0,31040,0,0.0,0.0
1,0,0,516.02,0,0.0,0.0,0,0.0,2,516.02,982,2,0,1,31038,0,0.0,0.0
0,1,0,2054.0699999999997,1,327.36,327.36,0,0.0,5,2054.07,1377,5,0,0,31010,0,1000.0,1.0
0,0,0,1192.74,8,7169.99,7169.99,3,695.81,3,1192.74,1003,3,0,0,31041,0,10.304522786392837,1.0
1,0,0,311.05,1,449.42,269.68,7,3089.43,2,311.05,833,2,0,0,31033,0,0.08729118316323724,0.6000623025232522
0,0,0,566.22,15,9948.12,9948.12,0,0.0,2,566.22,833,2,0,0,31033,0,1000.0,1.0
0,1,0,417.97,8,1935.73,1935.73,0,0.0,2,417.97,833,2,0,0,31039,0,1000.0,1.0
1,0,1,1135.74,1,300.0,300.0,0,0.0,5,1135.74,1325,5,0,0,31050,0,1000.0,1.0
0,0,1,678.45,0,0.0,0.0,1,129.37,2,678.45,1377,2,0,0,31030,0,0.0,0.0
0,0,0,318.81,0,0.0,0.0,5,761.32,2,318.81,833,2,0,0,31040,0,0.0,0.0
1,0,1,171.43,8,738.2,738.2,0,0.0,1,171.43,646,1,0,0,31057,0,1000.0,1.0
0,0,0,1588.49,3,1942.95,1942.95,0,0.0,3,1588.49,833,3,0,0,31040,0,1000.0,1.0
1,0,0,460.87,2,456.31,456.31,10,1621.65,2,460.87,833,2,0,0,31050,0,0.28138624240742455,1.0
1,1,0,264.49,6,662.72,662.72,0,0.0,2,264.49,833,2,0,0,31051,0,1000.0,1.0
0,0,0,129.52,1,160.9,160.9,2,382.16,1,129.52,654,1,1,0,31050,0,0.42102784174167884,1.0
1,0,1,460.13,1,1138.43,236.86,1,1223.09,1,460.13,646,1,0,0,31048,0,0.19365704894979113,0.2080584664845445
1,0,0,494.40000000000003,0,0.0,0.0,0,0.0,5,494.40000000000003,660,5,1,1,31050,0,0.0,0.0
1,0,0,334.15999999999997,0,0.0,0.0,1,158.9,2,334.15999999999997,833,2,0,0,31059,0,0.0,0.0
1,0,0,2089.5,0,0.0,0.0,4,945.36,2,2089.5,646,2,1,0,31020,0,0.0,0.0
1,0,0,168.0,0,0.0,0.0,1,203.32,1,168.0,833,1,0,0,31021,0,0.0,0.0
1,0,0,303.27,4,201.37,201.37,0,0.0,4,303.27,812,4,0,0,31050,0,1000.0,1.0
1,0,0,509.17999999999995,0,0.0,0.0,2,601.12,2,509.17999999999995,833,2,1,0,36055,0,0.0,0.0
1,1,0,443.41,6,2583.44,2583.44,0,0.0,2,443.41,833,2,0,0,35010,0,1000.0,1.0
1,0,0,231.09,0,0.0,0.0,0,0.0,2,231.09,721,2,0,1,31048,0,0.0,0.0
1,0,0,161.06,0,0.0,0.0,1,64.03,1,161.06,504,1,0,0,31040,0,0.0,0.0
1,0,0,448.6,13,4594.11,4078.41,3,1083.57,2,448.6,833,2,0,0,31058,0,3.7638638943492344,0.8877475724351398
1,0,0,247.36,0,0.0,0.0,0,0.0,1,247.36,833,1,1,1,31039,0,0.0,0.0
1,0,0,206.57,0,0.0,0.0,0,0.0,1,206.57,646,1,1,1,31022,0,0.0,0.0
1,0,1,407.05,5,858.32,858.32,1,158.82,2,407.05,833,2,0,0,46049,0,5.404357133862234,1.0
1,0,0,568.11,0,0.0,0.0,0,0.0,5,568.11,660,5,1,1,31010,0,0.0,0.0
1,0,0,2630.67,0,0.0,0.0,0,0.0,2,2630.67,1377,2,0,1,31044,0,0.0,0.0
1,0,0,573.3,0,0.0,0.0,0,0.0,3,573.3,1003,3,1,1,31040,0,0.0,0.0
0,0,0,322.96000000000004,24,9001.49,9001.49,1,138.83,2,322.96000000000004,833,2,0,0,31039,0,64.83821940502773,1.0
1,0,1,1075.0,3,1612.4,1612.4,0,0.0,2,1075.0,833,2,0,0,31020,0,1000.0,1.0
1,0,0,318.82,5,754.61,754.61,3,358.73,2,318.82,833,2,0,0,31032,0,2.103559780336186,1.0
0,0,0,459.52,2,466.11,289.29,0,0.0,2,459.52,833,2,0,0,31040,0,1000.0,0.6206474866447834
0,0,0,211.33,0,0.0,0.0,6,598.2,2,211.33,850,2,0,0,31034,0,0.0,0.0
0,0,0,61.78999999999999,6,3928.45,3928.45,0,0.0,2,61.78999999999999,833,2,0,0,31030,0,1000.0,1.0
0,0,0,189.4,1,6778.5,1885.8,0,0.0,1,189.4,646,1,1,0,31050,0,1000.0,0.2782031422881168
1,0,0,448.6,0,0.0,0.0,0,0.0,2,448.6,833,2,0,1,30030,0,0.0,0.0
1,0,0,339.83000000000004,0,0.0,0.0,3,469.58,2,339.83000000000004,833,2,1,0,31056,0,0.0,0.0
1,0,0,2687.33,0,0.0,0.0,0,0.0,4,2687.33,919,4,0,1,31044,0,0.0,0.0
1,0,0,231.34,0,0.0,0.0,10,2779.7,1,231.34,833,1,1,0,31100,0,0.0,0.0
1,0,0,919.1400000000001,0,0.0,0.0,0,0.0,7,919.1400000000001,842,7,1,1,31032,0,0.0,0.0
1,0,0,2303.36,0,0.0,0.0,10,13868.47,2,2303.36,833,2,0,0,31040,0,0.0,0.0
0,0,1,2525.42,0,0.0,0.0,0,0.0,8,2525.42,919,8,0,1,31033,0,0.0,0.0
1,0,0,266.75,6,711.68,711.68,0,0.0,2,266.75,850,2,0,0,31023,0,1000.0,1.0
0,0,0,310.51,0,0.0,0.0,2,205.8,2,310.51,1714,2,0,0,20090,0,0.0,0.0
1,0,0,2150.98,22,8287.23,8217.34,13,1920.48,6,2150.98,833,6,0,0,31010,0,4.27879488461218,0.9915665427410607
1,0,0,483.71000000000004,11,969.28,890.6,20,2718.77,2,483.71000000000004,833,2,0,0,31020,0,0.3275746017500561,0.9188263453284913
0,0,0,483.71000000000004,6,1669.94,1669.94,0,0.0,2,483.71000000000004,833,2,0,0,31058,0,1000.0,1.0
1,0,0,525.32,0,0.0,0.0,0,0.0,1,525.32,646,1,0,1,31058,0,0.0,0.0
1,0,0,455.1,4,815.15,815.15,0,0.0,2,455.1,833,2,0,0,31038,0,1000.0,1.0
1,0,0,136.33,4,549.44,464.57,6,874.0,1,136.33,646,1,0,0,31100,0,0.5315446224256293,0.8455336342457774
0,0,0,142.72,0,0.0,0.0,0,0.0,1,142.72,646,1,1,1,31044,0,0.0,0.0
0,0,0,23.46,1,142.72,142.72,0,0.0,1,23.46,773,1,0,0,31044,0,1000.0,1.0
1,0,0,231.34,0,0.0,0.0,3,684.47,1,231.34,833,1,1,0,31100,0,0.0,0.0
1,0,1,1833.9500000000003,0,0.0,0.0,0,0.0,7,1833.95,779,7,0,1,31041,0,0.0,0.0
1,0,0,283.71000000000004,0,0.0,0.0,23,2716.75,2,283.71000000000004,833,2,0,0,31059,0,0.0,0.0
1,0,0,578.6999999999999,0,0.0,0.0,0,0.0,5,578.7,660,5,0,1,31030,0,0.0,0.0
1,0,1,509.71000000000004,0,0.0,0.0,0,0.0,2,509.71000000000004,562,2,0,1,31035,0,0.0,0.0
1,0,0,466.99,0,0.0,0.0,1,215.01,2,466.99,833,2,1,0,32031,0,0.0,0.0
1,0,0,354.59,0,0.0,0.0,1,339.25,1,354.59,646,1,0,0,31037,0,0.0,0.0
1,0,0,446.82,0,0.0,0.0,0,0.0,1,446.82,646,1,0,1,31100,0,0.0,0.0
1,0,0,272.25,6,7003.28,7003.28,0,0.0,1,272.25,1197,1,0,0,30027,0,1000.0,1.0
1,0,0,945.8199999999999,8,2625.55,2625.55,7,1522.44,2,945.8199999999999,833,2,0,0,31044,0,1.7245671422190694,1.0
1,0,0,258.24,10,3571.37,3571.37,7,1522.44,2,258.24,835,2,0,0,31044,0,2.3458198681064606,1.0
0,0,0,503.13,0,0.0,0.0,0,0.0,2,503.13,833,2,0,1,31050,0,0.0,0.0
1,0,1,392.40999999999997,5,1803.1,1803.1,0,0.0,2,392.40999999999997,833,2,0,0,30037,0,1000.0,1.0
1,0,1,564.39,0,0.0,0.0,0,0.0,1,564.39,646,1,0,1,31059,0,0.0,0.0
0,0,0,74.18,5,1370.83,1370.83,0,0.0,1,74.18,833,1,0,0,31040,0,1000.0,1.0
0,0,0,244.58,4,1651.42,1651.42,0,0.0,1,244.58,646,1,0,0,31027,0,1000.0,1.0
1,0,0,304.82,0,0.0,0.0,2,168.59,3,304.82,1008,3,0,0,31044,0,0.0,0.0
1,0,0,426.22,4,821.98,821.98,0,0.0,2,426.22,833,2,0,0,30033,0,1000.0,1.0
1,0,0,372.74,0,0.0,0.0,1,158.9,2,372.74,833,2,0,0,31057,0,0.0,0.0
1,0,0,1578.85,0,0.0,0.0,0,0.0,4,1578.85,660,4,0,1,31040,0,0.0,0.0
1,0,0,1124.97,11,1474.16,1474.16,0,0.0,6,1124.97,1714,6,0,0,31100,0,1000.0,1.0
1,0,1,1992.26,0,0.0,0.0,9,14976.65,1,1992.26,833,1,0,0,31033,0,0.0,0.0
1,0,1,390.64,0,0.0,0.0,4,1858.92,2,390.64,833,2,0,0,31039,0,0.0,0.0
1,0,1,3360.4700000000003,2,1731.18,1049.28,13,8403.58,4,3360.4700000000003,2290,4,0,0,31048,0,0.12486107111492958,0.6061068173153571
1,0,0,132.96,2,659.98,659.98,3,930.73,1,132.96,1003,1,0,0,31037,0,0.709099309144435,1.0
1,0,0,450.95,0,0.0,0.0,0,0.0,1,450.95,833,1,0,1,31032,0,0.0,0.0
1,0,0,357.31,5,837.12,731.4,3,460.13,2,357.31,833,2,0,0,31056,0,1.5895507791276378,0.8737098623853211
0,0,0,3800.5800000000004,2,1119.44,1119.44,0,0.0,6,3800.58,1972,6,0,0,31052,0,1000.0,1.0
1,0,0,470.23,1,285.88,285.88,0,0.0,4,470.23,833,4,0,0,31022,0,1000.0,1.0
1,0,1,2723.75,2,4631.07,1156.27,5,4997.87,2,2723.75,1482,2,0,0,35018,0,0.2313525561889365,0.24967664060357542
1,0,0,256.86,2,317.78,317.78,13,1676.28,2,256.86,835,2,1,0,31044,0,0.18957453408738395,1.0
1,0,0,1148.3400000000001,2,1595.92,1356.69,9,935.44,4,1148.3400000000001,833,4,0,0,31036,0,1.4503228427264174,0.8500990024562635
1,0,0,170.72,6,2744.26,2505.03,9,935.44,2,170.72,830,2,0,0,31036,0,2.6779162746942617,0.9128253153855684
1,0,0,586.46,4,781.68,781.68,0,0.0,3,586.46,1197,3,0,0,35011,0,1000.0,1.0
1,0,0,777.38,0,0.0,0.0,0,0.0,2,777.38,833,2,1,1,31020,0,0.0,0.0
0,0,0,186.99,0,0.0,0.0,0,0.0,1,186.99,646,1,0,1,31048,0,0.0,0.0
1,0,0,161.06,0,0.0,0.0,0,0.0,1,161.06,504,1,1,1,31033,0,0.0,0.0
0,0,0,372.75,1,186.83,186.83,0,0.0,2,372.75,833,2,0,0,31048,0,1000.0,1.0
0,0,0,264.43,0,0.0,0.0,0,0.0,2,264.43,562,2,0,1,31044,0,0.0,0.0
0,0,0,406.62,8,1113.34,1113.34,0,0.0,2,406.62,833,2,0,0,31057,0,1000.0,1.0
1,0,0,69.14,0,0.0,0.0,0,0.0,1,69.14,646,1,0,1,31030,0,0.0,0.0
1,0,0,566.22,8,1667.18,1494.57,5,1961.36,2,566.22,833,2,0,0,31044,0,0.7620069747522128,0.89646588850634
1,0,0,247.62,10,2233.4,2060.79,5,1961.36,2,247.62,835,2,0,0,31044,0,1.0506944161194274,0.9227142473359004
1,0,1,407.05,0,0.0,0.0,10,1723.18,2,407.05,833,2,0,0,31010,0,0.0,0.0
0,0,0,159.02,1,196.81,196.81,0,0.0,1,159.02,812,1,0,0,31100,0,1000.0,1.0
1,0,0,264.49,6,4556.24,4556.24,0,0.0,2,264.49,833,2,0,0,31050,0,1000.0,1.0
1,0,0,66.32,0,0.0,0.0,0,0.0,1,66.32,639,1,0,1,31040,0,0.0,0.0
0,0,1,106.36,19,3505.67,3505.67,0,0.0,2,106.36,850,2,0,0,60126,0,1000.0,1.0
1,0,0,178.49,0,0.0,0.0,0,0.0,1,178.49,654,1,1,1,31050,0,0.0,0.0
1,0,0,122.59,2,279.54,279.54,0,0.0,2,122.59,835,2,0,0,31011,0,1000.0,1.0
1,0,0,314.38,0,0.0,0.0,1,353.15,1,314.38,833,1,0,0,31030,0,0.0,0.0
1,0,1,1002.17,0,0.0,0.0,2,1904.87,1,1002.17,833,1,0,0,31030,0,0.0,0.0
1,0,1,1069.82,0,0.0,0.0,0,0.0,1,1069.82,833,1,0,1,31050,0,0.0,0.0
0,0,0,255.68,4,714.84,714.84,1,145.8,1,255.68,833,1,0,0,31040,0,4.902880658436214,1.0
0,0,0,180.71,5,970.52,970.52,1,145.8,1,180.71,835,1,0,0,31040,0,6.6565157750342925,1.0
0,0,0,283.71000000000004,10,1121.61,1121.61,0,0.0,2,283.71000000000004,833,2,0,0,31015,0,1000.0,1.0
1,0,0,178.94,0,0.0,0.0,2,297.34,1,178.94,833,1,1,0,31038,0,0.0,0.0
1,0,0,260.35,7,7891.99,7730.89,7,3912.52,1,260.35,833,1,0,0,31033,0,1.975936225246133,0.9795868976012387
1,0,0,2737.38,6,3898.51,3898.51,0,0.0,4,2737.38,1542,4,0,0,36022,0,1000.0,1.0
1,0,0,87.78,0,0.0,0.0,0,0.0,2,87.78,2000,2,0,1,35010,0,0.0,0.0
1,0,0,1979.2599999999998,2,768.88,323.7,1,114.65,6,1979.26,1003,6,0,0,31044,0,2.823375490623637,0.42100197690146707
1,0,0,206.94,0,0.0,0.0,1,192.43,1,206.94,646,1,0,0,31044,0,0.0,0.0
0,0,1,682.02,2,709.16,709.16,1,330.36,2,682.02,833,2,0,0,31020,0,2.146627921055818,1.0
1,0,0,129.18,2,347.29,347.29,0,0.0,1,129.18,653,1,1,0,31035,0,1000.0,1.0
1,0,0,466.09,0,0.0,0.0,0,0.0,1,466.09,646,1,0,1,31041,0,0.0,0.0
1,0,0,79.04,1,466.09,466.09,0,0.0,1,79.04,639,1,0,0,31041,0,1000.0,1.0
1,0,1,651.14,2,411.46,411.46,15,2752.09,2,651.14,1197,2,0,0,31030,0,0.14950819195593165,1.0
1,0,0,310.68,4,567.84,567.84,0,0.0,2,310.68,833,2,0,0,31033,0,1000.0,1.0
1,0,0,619.3199999999999,4,354.34,354.34,7,2165.18,4,1163.47,833,2,0,0,30035,0,0.16365383016654506,1.0
1,0,0,579.03,1,311.73,51.48,5,1473.67,2,579.03,833,2,0,0,31040,0,0.03493319399865641,0.16514291213550186
1,0,0,522.55,0,0.0,0.0,0,0.0,1,522.55,646,1,1,1,31100,0,0.0,0.0
1,0,0,997.6199999999999,7,4873.31,4873.31,0,0.0,3,997.6200000000001,1197,3,0,0,31044,0,1000.0,1.0
1,0,0,228.59,0,0.0,0.0,0,0.0,2,228.59,835,2,0,1,31044,0,0.0,0.0
1,0,1,165.24,0,0.0,0.0,1,225.29,1,165.24,646,1,0,0,35010,0,0.0,0.0
1,0,0,443.41,6,1130.28,1130.28,0,0.0,2,443.41,833,2,0,0,31049,0,1000.0,1.0
1,0,0,566.22,11,3325.85,3325.85,0,0.0,2,566.22,833,2,0,0,31040,0,1000.0,1.0
0,0,0,811.4,0,0.0,0.0,0,0.0,2,811.4,807,2,0,1,31050,0,0.0,0.0
0,0,0,283.71000000000004,4,567.19,567.19,0,0.0,2,283.71000000000004,833,2,0,0,31020,0,1000.0,1.0
1,0,0,315.32,0,0.0,0.0,2,535.61,2,315.32,833,2,1,0,31031,0,0.0,0.0
1,0,1,343.39,0,0.0,0.0,0,0.0,2,343.39,833,2,0,1,31040,0,0.0,0.0
1,0,0,209.24,0,0.0,0.0,0,0.0,1,209.24,646,1,1,1,31040,0,0.0,0.0
1,0,1,714.14,5,19220.44,15624.37,0,0.0,2,714.14,833,2,0,0,31022,0,1000.0,0.8129038669250028
1,0,1,753.4300000000001,4,1782.47,1782.47,2,911.17,2,753.4300000000001,833,2,0,0,31030,0,1.9562430720941208,1.0
1,0,0,369.73,1,17.18,17.18,0,0.0,1,369.73,646,1,1,0,31033,0,1000.0,1.0
1,0,0,282.37,10,1531.64,1531.64,0,0.0,2,282.37,850,2,0,0,31031,0,1000.0,1.0
1,0,0,48.16,0,0.0,0.0,0,0.0,1,48.16,2150,1,1,1,35010,0,0.0,0.0
0,0,0,295.51,0,0.0,0.0,0,0.0,2,295.51,833,2,0,1,36061,0,0.0,0.0
1,0,0,834.58,3,1342.54,1226.39,3,961.78,2,834.58,833,2,0,0,31056,0,1.275125288527522,0.9134848868562576
1,0,0,206.95,0,0.0,0.0,0,0.0,1,206.95,646,1,1,1,31030,0,0.0,0.0
1,0,0,826.4800000000001,0,0.0,0.0,4,1037.38,4,826.48,842,4,0,0,31044,0,0.0,0.0
1,0,0,4789.719999999999,8,11300.6,11300.6,0,0.0,3,4789.72,833,3,0,0,31047,0,1000.0,1.0
1,0,0,310.68,0,0.0,0.0,8,1055.58,2,310.68,833,2,0,0,31039,0,0.0,0.0
0,1,0,55.36,5,266.55,266.55,0,0.0,1,55.36,639,1,0,0,36010,0,1000.0,1.0
0,0,0,147.38,0,0.0,0.0,15,1986.93,1,147.38,833,1,1,0,31050,0,0.0,0.0
1,0,0,263.82,1,392.18,392.18,5,1744.0,1,263.82,833,1,1,0,31033,0,0.22487385321100917,1.0
0,0,0,176.96,8,1143.38,1143.38,0,0.0,1,176.96,1003,1,0,0,31038,0,1000.0,1.0
1,0,1,407.05,7,1862.36,1862.36,13,2309.24,2,407.05,833,2,0,0,31010,0,0.8064817862153782,1.0
1,0,0,1377.53,0,0.0,0.0,0,0.0,6,1377.5300000000002,779,6,1,1,31030,0,0.0,0.0
1,0,0,1295.8500000000001,8,2162.62,2162.62,0,0.0,4,1295.85,1108,4,0,0,31040,0,1000.0,1.0
0,0,0,596.9100000000001,0,0.0,0.0,0,0.0,5,596.9100000000001,660,5,0,1,31044,0,0.0,0.0
1,0,0,293.95000000000005,1,151.8,151.8,0,0.0,2,293.95000000000005,1197,2,0,0,35010,0,1000.0,1.0
1,0,0,274.65999999999997,1,98.83,98.83,3,371.08,2,274.65999999999997,833,2,0,0,31033,0,0.2663307103589522,1.0
1,0,1,895.71,0,0.0,0.0,0,0.0,2,895.71,1003,2,0,1,31100,0,0.0,0.0
1,0,1,1019.6700000000001,10,5159.24,4988.65,5,1800.56,2,1019.6700000000001,833,2,0,0,31040,0,2.7706102545874614,0.9669350524495856
1,0,0,3361.9399999999996,0,0.0,0.0,4,4774.1,3,3361.94,833,3,1,0,31040,0,0.0,0.0
1,0,0,1134.54,0,0.0,0.0,0,0.0,7,1134.54,1714,7,0,1,31030,0,0.0,0.0
0,0,0,435.23,0,0.0,0.0,0,0.0,1,435.23,2290,1,0,1,91025,0,0.0,0.0
1,0,0,161.06,1,139.71,139.71,0,0.0,1,161.06,504,1,0,0,31040,0,1000.0,1.0
1,0,0,1570.85,7,9552.35,9552.35,0,0.0,2,1570.85,1003,2,0,0,30020,0,1000.0,1.0
1,0,0,243.51999999999998,7,958.88,856.49,2,196.93,2,243.51999999999998,850,2,0,0,31039,0,4.349210379322602,0.8932191723677624
0,0,0,318.81,0,0.0,0.0,5,748.65,2,318.81,833,2,0,0,30030,0,0.0,0.0
1,0,0,161.06,0,0.0,0.0,2,573.5,1,161.06,504,1,0,0,31030,0,0.0,0.0
1,0,0,568.11,0,0.0,0.0,0,0.0,5,568.11,660,5,0,1,31023,0,0.0,0.0
1,0,0,225.32,0,0.0,0.0,5,965.89,1,225.32,646,1,0,0,31039,0,0.0,0.0
1,0,0,89.9,1,225.32,225.32,5,965.89,2,89.9,704,2,1,0,31039,0,0.2332770812411351,1.0
1,0,0,537.21,0,0.0,0.0,0,0.0,1,537.21,646,1,0,1,31032,0,0.0,0.0
0,0,0,10331.1,3,6296.62,5536.31,1,520.28,5,10331.1,833,5,0,0,31036,0,10.641020219881604,0.8792510902674769
1,0,0,544.15,9,3645.11,3645.11,1,421.0,2,544.15,833,2,0,0,31050,0,8.658218527315915,1.0
1,0,0,3204.9300000000003,0,0.0,0.0,0,0.0,2,3204.9300000000003,833,2,1,1,31033,0,0.0,0.0
1,0,1,2051.1,5,7563.57,6020.92,2,898.38,2,2051.1,646,2,0,0,31035,0,6.701974665509027,0.7960420806576789
1,0,0,1184.4299999999998,0,0.0,0.0,0,0.0,9,1184.43,737,9,0,1,31059,0,0.0,0.0
1,0,1,767.41,19,8199.84,8195.42,2,170.72,2,767.41,833,2,0,0,31027,0,48.00503748828491,0.9994609650920018
1,0,0,392.46,1,182.0,182.0,15,3846.58,1,392.46,1377,1,0,0,31017,0,0.04731475752486625,1.0
