Telefono,CittadinanzaItaliana,Deceduto,ValoreTitolo,NumeroTitoliAperti,DovutoTitoliAperti,ImportoTitoliAperti,NumeroTitoliSaldati,ImportoTitoliSaldati,NumeroTitoliRecenti,TotaleTitoliRecenti,Eta,Vetusta,TitoliCredito,label,NuovoContribuente,Cap,Estero,RapportoImporto,RapportoDovutoAperti
1,1,0,452.82,0,0.0,0.0,1,200.6,2,452.82,51,884,2,0,0,31040,0,0.0,0.0
1,0,0,92.85,1,52.08,52.08,0,0.0,1,92.85,38,1444,1,1,0,31048,0,1000.0,1.0
0,0,0,500.21000000000004,13,1751.22,1751.22,0,0.0,2,500.21000000000004,40,889,2,0,0,31027,0,1000.0,1.0
1,0,0,102.85,0,0.0,0.0,6,367.36,1,102.85,32,693,1,1,0,31048,0,0.0,0.0
1,0,0,275.2,0,0.0,0.0,5,616.93,2,275.2,42,884,2,0,0,31030,0,0.0,0.0
1,1,0,132.78,4,580.06,580.06,0,0.0,1,132.78,64,884,1,0,0,31050,0,1000.0,1.0
0,1,0,143.72,6,427.4,427.4,0,0.0,2,143.72,82,904,2,0,0,31038,0,1000.0,1.0
1,0,0,423.41,13,776.59,776.59,13,1068.73,7,423.41,49,1444,7,0,0,31015,0,0.7266475162108297,1.0
1,0,0,353.15,0,0.0,0.0,1,68.54,4,353.15,33,1247,4,0,0,31040,0,0.0,0.0
1,1,0,241.86,8,885.25,844.46,1,72.32,2,241.86,46,904,2,0,0,31030,0,11.676714601769913,0.9539226207286078
0,1,0,174.02,4,316.07,316.07,1,458.48,2,174.02,56,889,2,0,0,31020,0,0.6893866689931949,1.0
0,1,0,95.76,0,0.0,0.0,0,0.0,1,95.76,50,708,1,0,1,31038,0,0.0,0.0
1,1,0,321.78999999999996,0,0.0,0.0,0,0.0,3,321.79,74,1436,3,0,1,34123,0,0.0,0.0
1,1,0,227.33,0,0.0,0.0,1,111.54,2,227.33,64,884,2,0,0,31032,0,0.0,0.0
1,0,0,144.07999999999998,3,190.25,190.25,0,0.0,2,144.07999999999998,28,889,2,0,0,31058,0,1000.0,1.0
0,0,0,98.31,3,319.28,319.28,1,81.65,1,98.31,49,884,1,0,0,31022,0,3.910349050826699,1.0
1,1,0,352.98,0,0.0,0.0,0,0.0,3,352.98,52,841,3,0,1,31040,0,0.0,0.0
1,0,0,210.61,6,509.12,509.12,0,0.0,3,210.61,41,2367,3,0,0,34074,0,1000.0,1.0
1,1,0,56.81,0,0.0,0.0,0,0.0,1,56.81,45,693,1,0,1,31022,0,0.0,0.0
1,1,0,204.81,8,750.81,654.32,8,751.52,2,204.81,73,889,2,0,0,31050,0,0.8706621247604855,0.8714854623673101
1,0,0,137.94,0,0.0,0.0,0,0.0,2,137.94,38,884,2,0,1,31022,0,0.0,0.0
1,1,0,330.45,4,755.12,755.12,2,429.79,2,330.45,57,884,2,0,0,31055,0,1.7569510691267827,1.0
0,0,0,694.9099999999999,4,410.54,410.54,0,0.0,5,694.9100000000001,47,2023,5,0,0,31032,0,1000.0,1.0
1,1,0,118.12,6,737.63,737.63,13,2342.38,1,118.12,58,884,1,1,0,31030,0,0.31490620650791074,1.0
1,0,0,312.85999999999996,11,1366.02,1366.02,0,0.0,4,312.86,32,884,4,0,0,31022,0,1000.0,1.0
1,1,0,135.17,0,0.0,0.0,0,0.0,1,135.17,37,707,1,1,1,31050,0,0.0,0.0
1,0,0,255.16,0,0.0,0.0,2,252.5,2,255.16,39,889,2,0,0,31100,0,0.0,0.0
1,1,0,94.1,0,0.0,0.0,0,0.0,1,94.1,49,1071,1,1,1,31059,0,0.0,0.0
1,1,0,180.38,0,0.0,0.0,0,0.0,2,180.38,90,889,2,0,1,31056,0,0.0,0.0
1,1,0,134.57,5,476.17,476.17,0,0.0,1,134.57,45,693,1,0,0,80035,0,1000.0,1.0
1,1,0,149.23000000000002,0,0.0,0.0,0,0.0,2,149.23000000000002,58,904,2,0,1,31038,0,0.0,0.0
1,0,0,231.42000000000002,0,0.0,0.0,5,516.37,2,231.42000000000002,55,889,2,0,0,0,1,0.0,0.0
1,1,0,245.11,4,432.29,432.29,4,472.91,2,245.11,50,889,2,0,0,31040,0,0.9141062781501765,1.0
1,1,0,216.55,6,344.1,344.1,1,48.84,4,216.55,66,884,4,0,0,31057,0,7.045454545454546,1.0
1,1,0,51.06,3,310.09,310.09,0,0.0,1,51.06,31,707,1,0,0,31100,0,1000.0,1.0
1,0,0,197.43,5,371.63,371.63,2,175.24,2,197.43,32,889,2,0,0,31044,0,2.120691622917142,1.0
1,1,0,100.22,0,0.0,0.0,0,0.0,1,100.22,31,889,1,0,1,31030,0,0.0,0.0
0,0,0,182.53,12,1092.88,1092.88,0,0.0,2,182.53,57,889,2,0,0,31040,0,1000.0,1.0
1,1,0,125.57,0,0.0,0.0,5,343.65,1,125.57,36,693,1,1,0,31030,0,0.0,0.0
1,1,0,90.07,0,0.0,0.0,0,0.0,1,90.07,60,708,1,0,1,31058,0,0.0,0.0
1,1,0,65.63,0,0.0,0.0,9,1370.37,1,65.63,59,884,1,1,0,31030,0,0.0,0.0
1,1,0,132.45,0,0.0,0.0,0,0.0,2,132.45,33,947,2,0,1,31021,0,0.0,0.0
0,0,0,244.19,0,0.0,0.0,0,0.0,2,244.19,74,884,2,0,1,31022,0,0.0,0.0
1,0,0,245.2,6,641.86,641.86,2,404.42,2,245.2,54,889,2,0,0,31040,0,1.5871124078927847,1.0
1,0,0,385.68,14,908.51,908.51,0,0.0,4,385.68,70,889,4,0,0,31040,0,1000.0,1.0
1,1,0,197.54999999999998,0,0.0,0.0,5,496.16,2,197.54999999999998,37,889,2,0,0,31050,0,0.0,0.0
1,1,0,50.25,0,0.0,0.0,0,0.0,1,50.25,28,707,1,0,1,31050,0,0.0,0.0
1,0,0,53.56,2,1170.35,428.89,14,1871.3,1,53.56,53,884,1,0,0,31032,0,0.22919360872120986,0.3664630238817448
1,1,0,104.37,0,0.0,0.0,9,2130.55,2,104.37,54,889,2,0,0,20136,0,0.0,0.0
1,1,0,244.67000000000002,9,948.25,948.25,3,243.32,2,244.67000000000002,52,884,2,0,0,0,1,3.8971313496629953,1.0
1,1,0,438.51,1,176.57,176.57,5,418.4,2,438.51,39,889,2,0,0,31056,0,0.4220124282982792,1.0
1,1,0,219.26,0,0.0,0.0,5,1669.73,1,219.26,47,884,1,0,0,31059,0,0.0,0.0
1,1,0,143.53,4,277.97,277.97,8,768.1,2,143.53,71,889,2,0,0,31020,0,0.3618929826845463,1.0
0,1,0,83.47,0,0.0,0.0,0,0.0,1,83.47,94,1071,1,1,1,14052,0,0.0,0.0
1,1,0,317.39,4,393.1,393.1,1,115.51,2,317.39,30,884,2,0,0,31057,0,3.403168556834906,1.0
1,0,0,321.65999999999997,7,1403.05,1403.05,1,164.06,3,321.65999999999997,42,884,3,0,0,31032,0,8.55205412653907,1.0
1,1,0,149.01,6,864.54,864.54,0,0.0,1,149.01,33,884,1,1,0,31040,0,1000.0,1.0
1,1,0,221.23999999999998,2,149.32,149.32,6,240.03,3,221.24,50,884,3,0,0,31030,0,0.6220889055534724,1.0
1,1,0,166.32,0,0.0,0.0,0,0.0,1,166.32,65,708,1,0,1,31058,0,0.0,0.0
1,1,0,104.2,10,494.9,494.9,0,0.0,2,104.2,48,884,2,0,0,31100,0,1000.0,1.0
1,1,0,210.53,0,0.0,0.0,7,629.33,2,210.53,63,884,2,1,0,31027,0,0.0,0.0
1,1,0,83.47,0,0.0,0.0,0,0.0,1,83.47,55,707,1,0,1,94019,0,0.0,0.0
1,0,0,167.75,1,67.27,5.31,6,1575.03,3,167.75,52,1248,3,0,0,40059,0,0.003371364354964667,0.07893563252564292
1,1,0,53.56,0,0.0,0.0,0,0.0,1,53.56,79,884,1,0,1,31027,0,0.0,0.0
1,1,0,211.74,3,511.88,511.88,7,1008.66,3,211.74,40,693,3,0,0,31050,0,0.5074851783554419,1.0
1,1,0,244.06,4,1027.37,1027.37,5,480.12,2,244.06,52,889,2,0,0,31040,0,2.1398192118637005,1.0
0,1,0,153.82,8,582.27,582.27,0,0.0,2,153.82,68,889,2,0,0,31030,0,1000.0,1.0
1,1,0,187.31,1,84.81,84.81,0,0.0,1,187.31,55,707,1,0,0,31030,0,1000.0,1.0
1,1,0,78.2,0,0.0,0.0,0,0.0,1,78.2,54,693,1,1,1,31020,0,0.0,0.0
1,1,0,67.42,0,0.0,0.0,1,79.28,1,67.42,27,889,1,0,0,31058,0,0.0,0.0
1,1,0,122.32,31,3420.81,3420.81,0,0.0,2,122.32,73,889,2,0,0,31020,0,1000.0,1.0
0,1,0,58.47,15,1349.72,1298.76,3,460.79,1,58.47,67,884,1,0,0,31027,0,2.8185507497992575,0.9622440209821296
1,1,0,329.11,2,250.97,250.97,0,0.0,2,329.11,43,884,2,0,0,31059,0,1000.0,1.0
1,1,0,316.11,14,1446.83,1394.89,7,1192.06,2,316.11,65,884,2,0,0,31059,0,1.1701508313339934,0.9641008273259472
1,0,0,198.09,0,0.0,0.0,0,0.0,2,198.09,44,904,2,0,1,31038,0,0.0,0.0
0,0,0,79.2,0,0.0,0.0,0,0.0,1,79.2,54,707,1,0,1,31059,0,0.0,0.0
0,0,0,37.04,4,725.34,725.34,0,0.0,1,37.04,41,884,1,0,0,31021,0,1000.0,1.0
1,1,1,112.3,22,1375.17,1375.17,0,0.0,2,112.3,69,889,2,0,0,31055,0,1000.0,1.0
1,1,0,167.92,4,478.12,478.12,0,0.0,2,167.92,48,884,2,0,0,31040,0,1000.0,1.0
0,1,0,309.32,10,2437.98,2437.98,0,0.0,2,309.32,74,884,2,0,0,31032,0,1000.0,1.0
1,0,0,308.67,11,1349.51,1349.51,0,0.0,2,308.67,38,889,2,0,0,31048,0,1000.0,1.0
1,1,0,397.39,4,595.55,595.55,5,860.34,2,397.39,47,889,2,0,0,31050,0,0.6922263291256944,1.0
1,0,0,177.27,0,0.0,0.0,0,0.0,1,177.27,41,707,1,1,1,31030,0,0.0,0.0
1,0,0,155.85,1,105.85,105.85,0,0.0,1,155.85,39,707,1,0,0,31050,0,1000.0,1.0
1,0,0,221.14,6,594.82,537.28,0,0.0,2,221.14,44,884,2,0,0,31032,0,1000.0,0.9032648532329107
1,0,0,143.53,2,576.01,576.01,0,0.0,2,143.53,48,889,2,0,0,31020,0,1000.0,1.0
1,1,0,250.91,12,2962.32,2326.16,17,2605.93,2,250.91,62,889,2,0,0,31058,0,0.8926410149159801,0.7852493991196089
0,0,0,304.26,6,312.16,312.16,0,0.0,4,304.26,50,889,4,0,0,31050,0,1000.0,1.0
1,1,0,143.63,2,172.68,172.68,4,264.69,2,143.63,57,889,2,0,0,31030,0,0.6523858098152556,1.0
1,1,0,89.96,6,537.22,537.22,0,0.0,1,89.96,36,707,1,0,0,31040,0,1000.0,1.0
1,0,0,132.58,0,0.0,0.0,0,0.0,1,132.58,37,708,1,1,1,31048,0,0.0,0.0
1,1,0,154.04,0,0.0,0.0,1,164.06,1,154.04,46,693,1,1,0,31020,0,0.0,0.0
1,0,0,124.88,0,0.0,0.0,0,0.0,1,124.88,31,889,1,0,1,31027,0,0.0,0.0
1,1,0,133.04,2,248.55,248.55,0,0.0,1,133.04,41,904,1,0,0,31038,0,1000.0,1.0
1,1,0,370.18,0,0.0,0.0,1,104.67,4,370.18,31,1071,4,1,0,31022,0,0.0,0.0
1,0,0,51.02,0,0.0,0.0,0,0.0,1,51.02,30,693,1,0,1,31040,0,0.0,0.0
1,1,0,149.91000000000003,0,0.0,0.0,1,84.38,2,149.91000000000003,43,884,2,1,0,31059,0,0.0,0.0
1,1,0,54.98,2,1472.69,1472.69,0,0.0,1,54.98,51,1436,1,0,0,34135,0,1000.0,1.0
0,0,0,59.74,0,0.0,0.0,0,0.0,1,59.74,51,693,1,0,1,31027,0,0.0,0.0
1,1,0,132.17,0,0.0,0.0,3,407.52,1,132.17,45,693,1,0,0,31056,0,0.0,0.0
1,1,0,104.32,3,164.34,164.34,0,0.0,2,104.32,58,889,2,0,0,31050,0,1000.0,1.0
0,0,0,107.68,6,411.82,411.82,4,261.46,2,107.68,29,889,2,0,0,31040,0,1.5750784058747036,1.0
1,0,0,109.45,0,0.0,0.0,0,0.0,1,109.45,38,707,1,1,1,31050,0,0.0,0.0
1,0,0,190.61,2,222.47,222.47,2,288.48,1,190.61,43,884,1,1,0,31058,0,0.7711799778147531,1.0
1,0,0,450.36,1,157.65,157.65,0,0.0,2,450.36,34,889,2,0,0,31050,0,1000.0,1.0
1,0,0,225.13,11,1660.01,1660.01,13,869.79,2,225.13,52,693,2,0,0,31020,0,1.908518148058727,1.0
1,1,0,196.51999999999998,0,0.0,0.0,0,0.0,2,196.51999999999998,66,904,2,1,1,31030,0,0.0,0.0
1,1,0,174.0,0,0.0,0.0,11,939.18,2,174.0,67,884,2,1,0,31052,0,0.0,0.0
1,1,0,58.91,0,0.0,0.0,2,403.0,1,58.91,54,1651,1,1,0,31050,0,0.0,0.0
1,1,0,118.6,2,150.47,150.47,0,0.0,2,118.6,46,904,2,0,0,31038,0,1000.0,1.0
1,1,0,206.83999999999997,8,818.48,818.48,0,0.0,2,206.83999999999997,53,904,2,0,0,31048,0,1000.0,1.0
1,0,0,197.35,1,146.23,146.23,0,0.0,2,197.35,37,884,2,0,0,30027,0,1000.0,1.0
1,1,0,215.1,4,2098.67,1388.88,13,4029.78,2,215.1,74,889,2,1,0,31040,0,0.34465405059333265,0.661790562594405
1,1,0,109.86,0,0.0,0.0,4,281.1,2,109.86,64,884,2,0,0,31057,0,0.0,0.0
1,1,0,478.94,1,316.0,316.0,17,2695.08,2,478.94,53,884,2,0,0,31055,0,0.11725069385695416,1.0
1,1,0,123.8,0,0.0,0.0,0,0.0,1,123.8,49,693,1,1,1,31050,0,0.0,0.0
1,1,0,69.09,0,0.0,0.0,6,626.79,1,69.09,43,693,1,0,0,31040,0,0.0,0.0
0,0,0,360.96000000000004,11,1530.32,1530.32,0,0.0,2,360.96000000000004,50,889,2,0,0,31040,0,1000.0,1.0
0,0,0,38.89,2,327.33,327.33,4,1170.67,1,38.89,43,693,1,0,0,31055,0,0.2796091127303168,1.0
1,1,0,281.31,0,0.0,0.0,3,432.15,2,281.31,48,904,2,1,0,31038,0,0.0,0.0
0,1,0,94.29,0,0.0,0.0,0,0.0,1,94.29,76,889,1,1,1,31040,0,0.0,0.0
1,1,0,112.66,0,0.0,0.0,9,642.68,1,112.66,41,707,1,1,0,31032,0,0.0,0.0
1,0,0,328.15999999999997,12,2101.58,2051.1,12,1584.03,3,328.15999999999997,53,1643,3,0,0,31027,0,1.2948618397378837,0.9759799769697085
1,0,0,112.25,8,13404.19,13404.19,0,0.0,2,112.25,40,889,2,0,0,30020,0,1000.0,1.0
1,1,0,153.6,2,514.12,514.12,0,0.0,1,153.6,59,884,1,0,0,31100,0,1000.0,1.0
1,0,0,163.36,0,0.0,0.0,7,713.13,1,163.36,45,693,1,1,0,31040,0,0.0,0.0
1,1,0,197.56,17,1892.14,1892.14,4,624.16,2,197.56,60,889,2,0,0,31050,0,3.0314983337605743,1.0
1,1,0,73.69,0,0.0,0.0,1,86.69,1,73.69,33,693,1,1,0,31040,0,0.0,0.0
1,0,0,319.68,25,2486.45,2486.45,2,247.82,4,319.68,50,884,4,0,0,31030,0,10.033290291340489,1.0
0,0,0,463.37,20,1979.32,1979.32,12,1246.85,2,463.37,39,884,2,0,0,31030,0,1.5874563901030598,1.0
1,1,0,264.81,8,819.45,787.83,0,0.0,2,264.81,60,884,2,0,0,31032,0,1000.0,0.9614131429617426
1,1,0,287.75,0,0.0,0.0,7,441.72,4,287.75,31,889,4,0,0,31058,0,0.0,0.0
1,1,0,53.18,3,191.0,191.0,3,399.09,1,53.18,49,884,1,0,0,31057,0,0.4785887894961037,1.0
1,1,0,832.76,4,771.72,771.72,3,171.89,3,832.76,65,1129,3,0,0,31038,0,4.489615451742394,1.0
1,1,0,76.11,0,0.0,0.0,0,0.0,1,76.11,43,1076,1,1,1,31020,0,0.0,0.0
1,0,0,112.16,20,1245.63,1214.47,1,96.77,2,112.16,58,884,2,0,0,30020,0,12.55006716957735,0.9749845459727206
1,1,0,274.71999999999997,5,1002.47,1002.47,16,1248.52,2,274.71999999999997,50,884,2,0,0,31048,0,0.8029266651715632,1.0
1,1,0,221.35000000000002,0,0.0,0.0,3,427.47,2,221.35000000000002,72,884,2,1,0,31030,0,0.0,0.0
1,0,0,510.51,17,2335.14,2335.14,0,0.0,2,510.51,53,889,2,0,0,31020,0,1000.0,1.0
1,1,0,221.7,0,0.0,0.0,7,869.79,2,221.7,43,884,2,0,0,31022,0,0.0,0.0
1,0,0,54.24,7,1958.04,1958.04,0,0.0,1,54.24,36,693,1,0,0,31040,0,1000.0,1.0
1,1,0,101.85,0,0.0,0.0,3,261.56,1,101.85,44,904,1,0,0,31038,0,0.0,0.0
1,1,0,197.45999999999998,2,254.54,170.82,7,615.68,2,197.45999999999998,64,884,2,1,0,31059,0,0.27744932432432434,0.6710929519918284
1,1,0,370.3,2,186.37,186.37,0,0.0,4,370.3,71,904,4,0,0,31038,0,1000.0,1.0
0,1,0,111.25,0,0.0,0.0,9,845.5,1,111.25,59,693,1,0,0,31055,0,0.0,0.0
1,0,0,97.03,0,0.0,0.0,8,810.22,1,97.03,49,884,1,0,0,31027,0,0.0,0.0
1,1,0,247.39,0,0.0,0.0,6,712.2,2,247.39,54,884,2,1,0,31027,0,0.0,0.0
1,0,0,112.56,3,372.61,372.61,0,0.0,1,112.56,34,693,1,0,0,37010,0,1000.0,1.0
1,1,0,143.44,3,221.52,221.52,0,0.0,2,143.44,51,884,2,0,0,31022,0,1000.0,1.0
0,0,0,136.8,13,858.69,858.69,0,0.0,2,136.8,41,884,2,0,0,31027,0,1000.0,1.0
1,1,0,115.61000000000001,0,0.0,0.0,8,535.92,2,115.61000000000001,40,889,2,1,0,30030,0,0.0,0.0
0,1,0,243.51,21,3502.15,3502.15,0,0.0,2,243.51,67,1801,2,0,0,31050,0,1000.0,1.0
1,1,0,341.48,2,203.0,203.0,4,1048.91,2,341.48,50,884,2,0,0,31040,0,0.193534240306604,1.0
